title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	age group	brand	color	cost of goods sold	custom label 0	description	gender	google product category	gtin	identifier exists	image link	item group id	link	mpn	product type	sell on google quantity	shipping weight	size
Natural Sleep Recycled Cotton And Bamboo Sheet Set Charcoal Single | OMF	shopify_AU_7563158323397_42545181655237	79.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Our sustainable and natural recycled cotton/bamboo sheets are woven in an easy-care percale weave fabric. The natural properties of cotton and bamboo control moisture and regulate body temperature to ensure a beautiful night's sleep. Cuffed and piped these sheets are super soft, smooth and durable. The fitted sheet has a wall depth of 40cm which will fit most mattresses. 25% Recycled Cotton/ 30% Cotton/ 45% Bamboo. These Sheets come with a 10 year warranty for peace of mind."		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SNSCKSNSCDNSCQNSCKNSCSKNSCSPKNSC_8b7d1fc2-7440-4353-8c1e-c9356177fd2f.jpg?v=1701967494		https://www.omf.net.au/products/natural-sleep-recycled-cotton-and-bamboo-sheet-set-charcoal-sg?variant=42545181655237&currency=AUD		bed sheets	136	0 kg	
Natural Sleep Recycled Cotton And Bamboo Sheet Set Blue Queen | OMF	shopify_AU_7563159273669_42545182834885	99.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Weaved from a percale fabric, these sustainable sheets with recycled cotton and bamboo make for the perfect night's rest. Moisture and body temp are controlled with ease due to natural properties, while they're super soft, smooth and reliable thanks to their cuffed and piped design. The fitted sheet's 40cm wall depth fits most mattresses too, and the blend is 25% recycled cotton, 30% cotton and a whopping 45% bamboo - plus it's RCS certified. Sweet dreams!"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SNSBKSNSBDNSBQNSBKNSBSKNSBSPKNSB_9082ac66-ebb3-4244-97b9-ad749f6f0e53.jpg?v=1701967522		https://www.omf.net.au/products/natural-sleep-recycled-cotton-and-bamboo-sheet-set-blue-qn?variant=42545182834885&currency=AUD		bed sheets	359	0 kg	
Premium Platform Queen Base King / Beachcombe Mist | OMF	shopify_AU_6161508368581_40934462292165	598.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248		Original Mattress Factory Australia	Beachcombe Mist		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!					https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BEACHCOMBER-MIST_d2e4e817-252a-4242-8c27-b252e5ecae60.jpg?v=1698165258	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934462292165&currency=AUD		Beds & Bases		0 kg	King
Comfy Sleep Pack | OMF	shopify_AU_6693552750789_39864510939333	12.00 AUD	1	2			in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	Get a better night sleep with the OMF Comfy Sleep pack. It contains a light blocking 3D eye mask and a pair of noise blocking tapered shape memory PU ear plugs. The ear plugs are packed in a small container so you can easily store them when not in use.		health & beauty > health care			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Mask3DEarPlugOpenPack.jpg?v=1622122544		https://www.omf.net.au/products/comfy-sleep-pack?variant=39864510939333&currency=AUD			94	0.06 kg	
Relax Right Pure Microfibre Pillow European 1300G | OMF	shopify_AU_7562959945925_42544108241093	109.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Experience the hotel-level comfort right in your own home with this luxurious pillow made with fine cotton japara cover, gusseted and dual piping. Perfect for those who like a durable pillow that won't go flat--it's even machine washable and dryer-friendly! Plus, it's Health Guard-treated to reduce allergens, and comes with a 5-year warranty. No sweat!"		home & garden > linens & bedding > bedding > pillows		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RREPC-1.jpg?v=1702053515		https://www.omf.net.au/products/relax-right-pure-microfibre-pillow-1300g-white-euro?variant=42544108241093&currency=AUD		Pillow	500	0 kg	
Cloud7 Medium Queen Mattress | OMF	shopify_AU_6153514123461_37876640678085	4188.00 AUD	23	25	1885.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The 7-Zone Pocket Spring gives you unparalleled support for your entire body. Support for your shoulders and firm support for your lower back. Shop now!	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/CNMATMEKGCLOUD7_FA.jpg?v=1699461223		https://www.omf.net.au/products/cloud7-medium-qn-mattress?variant=37876640678085&currency=AUD		Mattress		0 kg	
Acacia Quilt Cover Set Charcoal King | OMF	shopify_AU_7562961617093_42544110371013	149.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"The Acacia range is crafted from soft, washed cotton percale fabric, making it *an absolute breeze* to care for. The trendy tailored edge with twin needle stitching is the perfect finishing touch--worth ironing over!"		home & garden > linens & bedding > bedding > duvet covers		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SACACDACACQACACKACACSKACAC-1_0a3e12e6-dca3-4344-967a-25d67b16ca7e.jpg?v=1702139651		https://www.omf.net.au/products/acacia-quilt-cover-set-charcoal-kg?variant=42544110371013&currency=AUD		quilt covers	196	0 kg	
Basics Cotton Quilts Double | OMF	shopify_AU_7610967392453_42698528391365	164.95 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Bambi			Receiving Clicks	"Experience the benefits of 100% Australian cotton with the All Cotton Quilt. Super soft, breathable, and natural - perfect for hot sleepers and summer nights. 5-year guarantee for uninterrupted sleep."		home & garden > linens & bedding > bedding > quilts & comforters			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/IMG_8572.jpg?v=1705327675		https://www.omf.net.au/products/basics-cotton-quilts-db?variant=42698528391365&currency=AUD		Quilt	43	2000 g	
Cool Jacquard Plus Single Mattress Protector Pack | OMF	shopify_AU_7526259032261_42466639216837	149.95 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia		62.00 AUD	Receiving Clicks	"The OMF Cool Jacquard Plus mattress and pillow protector set, adjusts to your body's comfort temperature, providing you with the comfiest night's sleep possible. Made from a blend of thermoregulating fibre and Tencel jacquard, helping move moisture and heat away from the body. It is asthma and allergy-friendly, machine washable, and comes with a 10-year mattress stain warranty. Key Features: Fits all standard and extra deep mattresses. 10-year Stain safety warranty Machine washable and low tumble dry cycle Australian Made Electric Blanket Safe The pack contains1 Mattress protector2 Pillow Protectors (1 pillow protector with either the single and king single set)Care / Washing Instructions:Machine wash separately on a cold gentle cycle. Use mild detergent only. Line dry or low heat tumble dry. Do not dry clean."		home & garden > linens & bedding > bedding > mattress protectors			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquard_34b8880a-4b0e-4bfa-b607-f9a8c345c4f6.png?v=1698684060		https://www.omf.net.au/products/cool-jacquard-plus-sg-mattress-protector-pack?variant=42466639216837&currency=AUD		Mattress Protector		0 kg	
Royal Comfort Wool Blend All Seasons Quilt - Super King | OMF	shopify_AU_7590413467845_42625531216069	115.00 AUD	0	0		new	in stock		AU		AU		AU	Online	AU	en			Australian Business Mobiles			Receiving Clicks	Royal Comfort Wool Blend All Seasons Quilt - Super King		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/205003_1.jpg?v=1704636125		https://www.omf.net.au/products/royal-comfort-wool-blend-all-seasons-quilt-sk?variant=42625531216069&currency=AUD		quilt covers	85	5.3 kg	
Royal Comfort Blend Sheet Set with Stripe King Beige | OMF	shopify_AU_7552848527557_42520709431493	99.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Sleep in style with a Linen Blend Sheet Set! Linen regulates temperature and is anti-static, anti-bacterial, and acts as a natural insulator, keeping you cool in summer and cozy in winter. Plus, it looks and feels relaxed and it’s one of the oldest fabrics used by humans. With quick-drying moisture-wicking properties, linen’s a trans-seasonal bedding solution for clean, uninterrupted zzz’s. Enjoy! Features: - Brand: Royal Comfort - Material: 60% flax linen, 40% polyester / 100GSM - temperature-regulating qualities - Trans-seasonal bedding solution - Neutral stripe design - Relaxed look and feel - Packed in a reusable fabric bag Online Only"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10003059_9.jpg?v=1700757585		https://www.omf.net.au/products/royal-comfort-blend-sheet-set-with-stripe-kg-beige?variant=42520709431493&currency=AUD		Bed Sheets	56	0 kg	
Ritzy Solid Wood King Bed Frame Antique Espresso | OMF	shopify_AU_7510222799045_42426927579333	464.00 AUD	6	9		new	in stock	AU		AU		AU		Online	AU	en			Zinus			Receiving Clicks	"Experience royal comfort with the Ritzy Solid Wood King Bed Frame in Antique Expresso. Its durable design ensures a lifetime of use. Upgrade your sleep today.
"		furniture > beds & accessories > beds & bed frames		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Ritzyantiquelifestyled_3f1e2985-08e4-43ef-97c3-b4db835a7150.jpg?v=1697733414		https://www.omf.net.au/products/ritzy-solid-wood-kg-bed-frame-antique-expresso?variant=42426927579333&currency=AUD		Bed Frame	64	44.36 kg	
Royal Comfort Duck Feather and Down Single Size Mattress Topper 1800 GSM | OMF	shopify_AU_7524197892293_42461644488901	63.95 AUD	0	3		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Experience cloud-like comfort with the Royal Comfort Duck Feather and Down Single Size Mattress Topper. Elevate your sleep with 1800 GSM cushioning. Ideal for restful nights. Get yours today!
"		home & garden > linens & bedding > bedding > mattress protectors > mattress pads		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/204720_1_b8a187a2-831e-45f5-b0a3-9919645f986c.jpg?v=1698424509		https://www.omf.net.au/products/royal-comfort-duck-feather-and-down-single-size-mattress-topper-1800-gsm?variant=42461644488901&currency=AUD		Mattress Topper	68	2.9 kg	
Natural Sleep Recycled Cotton And Bamboo Sheet Set White Queen | OMF	shopify_AU_7563159044293_42545182605509	99.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Our sustainable and natural recycled cotton/bamboo sheet sheets are woven in an easy-care percale weave fabric. The natural properties of cotton and bamboo control moisture and regulate body temperature to ensure a beautiful night's sleep. Cuffed and piped these sheets are super soft, smooth and durable. The fitted sheet has a wall depth of 40cm which will fit most mattresses. 25% Recycled Cotton/ 30% Cotton/ 45% Bamboo. These Sheets come with a 10 year warranty for peace of mind."		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SNSWKSNSWDNSWQNSWKNSWSKNSWSPKNSW_b2ec09ab-aa63-4b89-8486-7ae5b933ef35.jpg?v=1701967514		https://www.omf.net.au/products/natural-sleep-recycled-cotton-and-bamboo-sheet-set-white-qn?variant=42545182605509&currency=AUD		bed sheets	298	0 kg	
Essentials BiB Single Bed Frame with USB | OMF	shopify_AU_7510210674885_42426882654405	268.00 AUD	3	2	241.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Upgrade your sleeping comfort with the Essentials BiB Single Bed Frame with USB by OMF. This sturdy bed frame with a handy USB port is perfect for modern living. Shop now!
"		furniture > beds & accessories > beds & bed frames		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EssentialBIBUSBStyled1K_1d79080d-62af-4a87-8f01-e7c8274914db.png?v=1697733331		https://www.omf.net.au/products/essentials-bib-single-bed-frame-with-usb?variant=42426882654405&currency=AUD		Bed Frame		0 kg	
Royal Comfort Goose Pillow 1000GSM Twin Pack White | OMF	shopify_AU_7535314043077_42481331601605	42.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	Experience a superior nights sleep with the ultra-plush and supportive 1000GSM Duck Feather and Down Pillows designed by Royal Comfort! 		home & garden > linens & bedding > bedding > pillows	9348569002891	yes	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/201095_2.jpg?v=1700929933		https://www.omf.net.au/products/royal-comfort-goose-pillow-1000gsm-2pack-white?variant=42481331601605&currency=AUD		Pillow	429	2.4 kg	
Royal Comfort Blended Bamboo Quilt Cover Set Dark King Ivory | OMF	shopify_AU_7552843743429_42520704090309	39.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Revolutionary softness is what you get with the Royal Comfort 1000 Thread Count Bamboo Blend Quilt Cover Set, designed by Royal Comfort. With a luxury blend of 40% natural bamboo and 60% premium microfibre this set has been designed to be satin smooth and lightweight and offers itself as a practical option for year-round comfort. The bamboo fibres are expertly crafted into a natural, environmentally friendly, temperature-regulating, and durable fabric. This ensures that the sets’ inherent thermal-regulating properties keep you warm in winter and cool in summer. Features: - Brand: Royal Comfort - 1000 thread count - 40% natural bamboo and 60% premium microfibre blend - Thermo-regulating properties - Highly breathable - Moisture wicking, antimicrobial and odour-resistant - Suitable for all-year use - Each set comes with 1 x quilt cover and 2 x pillowcases Size and Dimensions: Double: - 1 x Quilt Cover: 180cm x 210cm - 2 x Pillowcases: 48cm x 73cm Queen: - 1 x Quilt Cover: 210cm x 210cm - 2 x Pillowcases: 48cm x 73cm King: - 1 x Quilt Cover: 245cm x 210cm - 2 x Pillowcases: 48cm x 73cm Package Contents: - 1 x Quilt Cover - 2 x Pillowcases"		home & garden > linens & bedding > bedding > duvet covers		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/204829_4.jpg?v=1704634282		https://www.omf.net.au/products/royal-comfort-blended-bamboo-quilt-cover-set-dark-king-ivory?variant=42520704090309&currency=AUD		quilt covers	4	0 kg	
BC7 Support King Mattress | OMF	shopify_AU_7492101898437_42373331255493	2798.00 AUD	0	2	1119.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience the unique comfort of OMF's BC7 Support King Mattress. Ideal for a good night's sleep and durable for everyday use. Try it today!
"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BC7_Q_S_TV_FA_2e0c11a3-98f2-494f-bfc5-66c56380fd21.jpg?v=1698165373		https://www.omf.net.au/products/bc7-support-king-sized-mattress?variant=42373331255493&currency=AUD		Mattress		0 kg	
Friday Night Enhanced Canvas Print | OMF	shopify_AU_7559691468997_42532134879429	299.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Cafe Lighting			Receiving Clicks	"Vivid handpainted brush strokes of black and aqua combine to create an abstract scene in the Friday Night enhanced canvas print. A simple black shadow box frame provides chic contrast, complimenting this graphic piece perfectly."		arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > crafting canvas > painting canvas		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/52978_1.jpg?v=1700239318		https://www.omf.net.au/products/friday-night-enhanced-canvas-print?variant=42532134879429&currency=AUD		Canvas	14	0 kg	
Royal Comfort Jersey Cotton Quilt Cover Set Queen Grey Marle | OMF	shopify_AU_7552845021381_42520705433797	66.95 AUD	0	2		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"For a refreshing night s sleep, Royal Comfort s Jersey Quilt Cover Set is made of 100% Jersey Cotton for breathable, relaxed comfort. Imagine tucking yourself into your favourite, comfy t-shirt night after night. Unlike other cotton bedding, Royal Comfort s Jersey Cotton Quilt Cover Set is knitted not woven so it is naturally thick, wrinkle resistant, and breathable. Because of its warmth and huggable feel, a jersey quilt cover can make a great choice for winter or for those looking for softer alternatives to traditional fabric. Features: Brand: Royal Comfort Type: Quilt Cover Material: 100% Jersey Cotton / 145GSM Keep warm during the colder nights Breathable, stretchy and wrinkle resistant Luxurious feel Great choice for colder nights or for those looking for softer alternatives to traditional fabric Size and Dimensions: Queen: 1 x Quilt Cover: 210cm x 210cm 2 x Pillowcases: 48cm x 74cm King: 1 x Quilt Cover: 245cm x 210cm 2 x Pillowcases: 48cm x 74cm Package Contents: 1 x Quilt Cover 2 x Pillowcases"		home & garden > linens & bedding > bedding > duvet covers		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10004009_1.jpg?v=1704634808		https://www.omf.net.au/products/royal-comfort-jersey-cotton-quilt-cover-set-queen-grey-marle?variant=42520705433797&currency=AUD		quilt covers	186	0 kg	
Pure Spa Reed Diffusers 100ml - Lavender | OMF	shopify_AU_7590415401157_42625533280453	22.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Unwind and relax with our Lavender Reed Diffuser - no water or electricity needed! Just pour the oils into the bottle, and let the reeds work their magic in any room of your home.
 "		home & garden > decor > home fragrances		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10004395_1.jpg?v=1703176664		https://www.omf.net.au/products/pure-spa-reed-diffusers-lavender-100ml?variant=42625533280453&currency=AUD		Diffuser	3	0.45 kg	
Elegance Medium Queen Mattress | OMF	shopify_AU_6588690333893_39458756526277	3548.00 AUD	27	15	1384.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with the Elegance Medium Queen Mattress from OMF. Offering optimal support and longevity, it's the perfect upgrade for your restful nights. Shop today for quality sleep!"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ElegancePlushFA.jpg?v=1697042098		https://www.omf.net.au/products/elegance-medium-queen-mattress?variant=39458756526277&currency=AUD		Mattress	24	0 kg	
Lane Table Lamp White | OMF	shopify_AU_7559882571973_42532509450437	159.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Cafe Lighting			Receiving Clicks	"Unpretentious luxury, our Lane table lamp features a natural marble and brass finished cylindrical base atop with a fresh white linen drum shade. Perfectly proportioned, the Lane table lamp is a versatile piece that is at home in a classic setting as it is a contemporary. The Lane table lamp, with its clean lines and quality construction, has been inspired by Mykonos resort living and would be a timeless addition to any bedroom or living room setting. Also available with a contrasting black shade."		home & garden > lighting > lamps		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/12226_1.jpg?v=1700314571		https://www.omf.net.au/products/lane-table-lamp-white?variant=42532509450437&currency=AUD		Lamps	89	0 kg	
Royal Comfort Bamboo Topper 5CM Gusset 1000 GSM for Queen Size Bed | OMF	shopify_AU_6861558710469_40468415185093	63.00 AUD	1	3			in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Add an extra layer of sumptuous softness to your bed while sleeping, with the Premium 1000GSM Bamboo Topper, designed by Royal Comfort. The Premium 1000GSM Bamboo Topper is generously filled with an ultra-plush, hypoallergenic combination of 40% natural bamboo fibre and premium 60% polyester fibre filling. This premium combination fill is designed to provide a cooler night's sleep through moisture wicking, leading to optimal coolness and enhanced breathability. The 1000GSM weight ensures a plush and dense feel that makes it perfect as a layer between your mattress and your sheets The 5cm gusset depth of this topper offers both sink-in, ultra-soft support and high-top cushioning, while the fully-fitted 45cm gusset design ensures a secure fit on top of your mattress. The baffle box design featured on this topper ensures that the premium fill remains evenly distributed across the mattress. All of this, encased in a durable and natural 100% breathable cotton cover.The Royal Comfort Premium 1000GSM Bamboo Topper will make your serene sleep last through the night, every night. Features:Provides a generous layer of luxurious comfort to any mattress1000GSM weight for a plush and luxurious feel that makes it perfect as a layer between the mattress and the sheets Ultra-plush, hypoallergenic combination of 40% natural bamboo fibre and premium 60% polyester fibreDesigned to provide a cooler night's sleep through moisture wicking, leading to optimal coolness Hypoallergenic fill for the ultimate in comfort and enhanced breathabilityOffers ventilation for temperature controlNatural bamboo fill helps to regulate excess moisture and temperatureFully-fitted 45cm skirt design ensures a secure fit on top of your mattress5cm gusset depth for sink-in ultra-soft support and high-top cushioningDurable and natural 100% breathable cotton coverVacuum sealed in a reusable storage/carry bag Size and Dimensions:Queen Topper: 153cm x 203cm x 5cm + 45cm skirt designKing Topper: 183cm x 203xm x 5cm + 45cm skirt designPackage Contents:1 x Royal Comfort 1000GSM Bamboo Topper Online only"		home & garden > linens & bedding > bedding > mattress protectors > mattress pads			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/202072_1.jpg?v=1700584465		https://www.omf.net.au/products/royal-comfort-bamboo-5cm-gusset-1000-gsm-qn?variant=40468415185093&currency=AUD		Mattress Topper	106	3.5 kg	
Steel Strong Queen Mattress Base | OMF	shopify_AU_7290258587845_41810009489605	498.00 AUD	27	38	448.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The Steel Strong Bed Base is built to last and features a 100% Recyclable Frames with a slip on Velcro Midnight Grey Cover quilted and foam lined for that perfect finish look. Order online today!		furniture > beds & accessories > beds & bed frames			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Steel_Strong_QN_1K_MidnightGrey.jpg?v=1699547893		https://www.omf.net.au/products/steel-strong-qn-base?variant=41810009489605&currency=AUD		Beds & Bases		39.7 kg	
Mornington Plush Double Mattress | OMF	shopify_AU_7817958719685_43314059804869	2098.00 AUD	0	0	1049.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTONPlushMODERN1K_ff7effa5-4c37-4653-a008-f8f6c0b3c1a6.png?v=1713516524		https://www.omf.net.au/products/mornington-plush-db-mattress?variant=43314059804869&currency=AUD		Mattress		0 kg	
Royal Comfort Blended Bamboo Sheet Set Queen Dark Ivory | OMF	shopify_AU_7552844300485_42520704745669	42.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Upgrade your bedroom and indulge in a deep and restful sleep with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort! Revolutionary softness is what you get with this Bamboo Rich Sheet Sets 1000TC pure soft feel. With an optimum, luxury blend of 40% natural bamboo and 60% premium microfibre, it has been designed to be satin smooth and lightweight, offering itself as a practical option for year-round comfort. The bamboo fibres in this Bamboo Rich Sheet Set are expertly crafted into a natural, environmentally friendly, temperature-regulating and durable fabric that works to ensure moisture wicking, leading to a comfortable sleep environment. The bamboo fibres inherent thermal-regulating properties guarantee that you keep warm in winter and cool in summer. Alongside this, the Bamboo Rich Sheet is hypoallergenic, anti-microbial and odour-resistant, making it a great product for those who suffer from allergies. With this sheet sets attractive, silken lustre, and its premium bamboo rich combination, experience unmatched comfort and style with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort. Features: - - Brand: Royal Comfort - Thermal-regulating properties guarantee that you keep warm in winter and cool in summer - 1000 thread count - Opulent blend of 40% natural bamboo and 60% premium microfibre - Hypoallergenic, anti-microbial and odour-resistant - Perfect for all-seasons - Pure soft feel and finish - Highly breathable - Experience revolutionary softness, luxury and comfort ﻿Online Only"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/201997_2.jpg?v=1700066890		https://www.omf.net.au/products/royal-comfort-blended-bamboo-sheet-set-queen-dark-ivory?variant=42520704745669&currency=AUD		bed sheets	336	0 kg	
Woolly Comforts Australian Wool Quilt 550GSM Super King | OMF	shopify_AU_7562383229125_42542656520389	294.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"An ultra-luxurious Woolly 550gsm winter weight quilt awaits—crafted from fine wool mark-certified Aussie wool and encased in an oh-so-dreamy 300 thread-count cotton japara cover. It's diamond-quilted and beautifully cuffed with an Ultra-fresh treatment that keeps bacteria, fungi, and dust mites at bay. Plus, it's machine washable—so what's not to love?"		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SWCQ5_DWCQ5_QWCQ5_KWCQ5_SKWCQ5-1_686b1a47-3ef4-409e-8da2-557e690d63df.jpg?v=1702053383		https://www.omf.net.au/products/woolly-comforts-australian-wool-quilt-550gsm-sk?variant=42542656520389&currency=AUD		Quilt	29	0 kg	
Gosford Blanket Sage Single/Double | OMF	shopify_AU_7564206735557_42549487993029	119.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Wrap yourself in a fluffy cloud of comfort! The Gosford blanket, made with premium ring spun cotton yarns, will be your BFF on sweltering summer nights. It's luxuriously soft, with a gorgeous woven pattern that's topped off with a twin needle hemmed edge. You won't believe how amazing this blanket feels!"		home & garden > linens & bedding > bedding > blankets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SGOSSAQGOSSASKGOSSA_df3f8f68-8152-420d-85c0-05754b0e7d57.jpg?v=1702139731		https://www.omf.net.au/products/gosford-blanket-sage-sg-db?variant=42549487993029&currency=AUD		Blanket	150	0 kg	
Heston 300TC Fitted Sheet Combo Set Stone Super King | OMF	shopify_AU_7562382508229_42542655733957	99.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Snuggle up with our 300 thread count cotton percale combo sets, woven in fabric so soft and smooth you'll never want to leave your bed. An easy-care fabric that's amazingly durable? We got you covered! They come in a range of stunning hues to bring your personal style to your bedspread. And don't worry about the fitted sheet, with a 40cm wall depth, it fits most mattresses like a dream. Plus, two standard pillowcases are included to complete the look. Aaaah, it's good to be home!"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/1SHCSTKSHCSTDHCSTQHCSTKHCSTSKHCSTLSHCST.jpg?v=1702053360		https://www.omf.net.au/products/heston-300-thread-count-fitted-sheet-combo-set-stone-sk?variant=42542655733957&currency=AUD		bed sheets	50	0 kg	
