title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	brand	color	cost of goods sold	custom label 0	description	gender	google product category	identifier exists	image link	item group id	link	product type	sell on google quantity	shipping weight	size
Urban Luxe Mattress Support Queen | OMF	shopify_AU_7716602216645_43029316010181	3998.00 AUD	8	3	1599.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Are you looking for some stylish luxury in your bedroom? Talk to the OMF Experts today about the Urban Luxe Eco Foam mattress!	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/UrbanLuxeArial01.png?v=1711602974		https://www.omf.net.au/products/urban-luxe-mattress-support-qn?variant=43029316010181&currency=AUD	Mattress		0 kg	
Urban Luxe Mattress Plush King | OMF	shopify_AU_7716639441093_43029476507845	4298.00 AUD	1	6	1719.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Are you looking for some stylish luxury in your bedroom? Talk to the OMF Experts today about the Urban Support Eco Foam mattress!	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/UrbanLuxFA01_71f474f1-55db-464a-9c9d-a4613779c0db.png?v=1711515065		https://www.omf.net.au/products/urban-luxe-mattress-plush-kg?variant=43029476507845&currency=AUD	Mattress		0 kg	
Claire American White Oak Timber 4-Drawer Tallboy chest | OMF	shopify_AU_7793544560837_43261879156933	868.00 AUD	0	1	694.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Don't snooze on style with our Claire American White Oak Timber bedroom furniture range! Crafted from rustic American White Oak, it's both sturdy and stunning. Sweet dreams are guaranteed!"		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7402.jpg?v=1713238490		https://www.omf.net.au/products/claire-american-white-oak-timber-4draw-tallboy-chest?variant=43261879156933&currency=AUD	Tallboy		52 kg	
Refresh Soft Super King Mattress | OMF	shopify_AU_7530520150213_42473585311941	3596.00 AUD	0	1	1654.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"No wonder the Refresh Soft Super King Mattress is so popular! Featuring organic cotton, a Latex mattress with all that extra comfort is always going to be a big hit. Buy now!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshSoftFA_ad0bf545-986f-4c26-8618-4e92724c9d3f.png?v=1698856496		https://www.omf.net.au/products/refresh-soft-sk-mattress?variant=42473585311941&currency=AUD	Mattress		0 kg	
Hi-Life Premium Fibre Soft Pillow | OMF	shopify_AU_6207714361541_38100997865669	35.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Hi-Life Premium Fibre Pillow is the perfect choice for allergy and asthmatics sufferers. Made with 100% hi-performance fibre. Order online today!		home & garden > linens & bedding > bedding > pillows	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Hi-LifePremiumFibrePillow.jpg?v=1700584360		https://www.omf.net.au/products/hi-life-premium-fibre-sft-pillow?variant=38100997865669&currency=AUD	Pillow		0 kg	
Revivify Support Single Mattress | OMF	shopify_AU_7507285639365_42422121169093	498.00 AUD	9	2	433.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience enhanced sleep with the Revivify Support Single Mattress from OMF. With its optimal support and comfort, it promises restful nights for years to come. See the difference today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Revivify_7cd19c55-ff8e-4b91-bd92-b3ea4a68689e.jpg?v=1697646893		https://www.omf.net.au/products/revivify-support-sg-mattress?variant=42422121169093&currency=AUD	Mattress		0 kg	
Claire American White Oak Timber 3-Drawer Bedside Table | OMF	shopify_AU_7793635066053_43261973528773	318.00 AUD	7	5	254.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Don't snooze on style with our Claire American White Oak Timber bedroom furniture range! Crafted from rustic American White Oak, it's both sturdy and stunning. Sweet dreams are guaranteed!"		furniture > tables > nightstands		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7374.jpg?v=1713238580		https://www.omf.net.au/products/claire-american-white-oak-timber-3draw-bedside-table?variant=43261973528773&currency=AUD	Bedside Table		15 kg	
Brighton Support Queen Mattress | OMF	shopify_AU_6759592034501_40142533853381	5298.00 AUD	8	2	2384.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"With luxury gel Visco memory foam, the Brighton mattress is nonetheless an affordable comfort design delivering optimal pressure relief. Buy online now! "	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/AUMATMEQNBRIXXX_FA.jpg?v=1699461427		https://www.omf.net.au/products/brighton-support-qn-mattress?variant=40142533853381&currency=AUD	Mattress		0 kg	
Mandalay Bay Support Super King Mattress | OMF	shopify_AU_7494190858437_42378219126981	4974.00 AUD	0	2	2338.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience deep rest on the Mandalay Bay Support Mattress for Super King Size Bed. Designed by OMF for ultimate comfort and lasting support. Upgrade your sleep journey today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MandalayBayPlushQN500x72_084cca7d-c421-40f8-ab39-2baaef1b926f.jpg?v=1699461774		https://www.omf.net.au/products/mandalay-bay-support-sk-mattress?variant=42378219126981&currency=AUD	Mattress		0 kg	
Premium Platform Queen Base Super King / Plush Sky | OMF	shopify_AU_6161508368581_40934484508869	998.00 AUD	0	1			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Plush Sky		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/files/plush-sky.jpg?v=1698165265	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934484508869&currency=AUD	Beds & Bases		0 kg	Super King
iContour GT8 Queen Mattress | OMF	shopify_AU_6955052073157_40788430586053	398.00 AUD	26	40		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"A green tea infused mattress, the high-density memory foam iContour GT8 helps keep bacteria at bay. Enjoy a comfortable sleep every night - buy online today!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/GT8Styled-v3.png?v=1699461480		https://www.omf.net.au/products/gt8-qn-mattress?variant=40788430586053&currency=AUD	Mattress		28.79 kg	
Byron Plush Queen Mattress | OMF	shopify_AU_6153604530373_37877208645829	2946.00 AUD	6	6	1355.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"If you're after the best plush mattress in Australia, shop the natural and eco-friendly Byron mattress today. Enjoy the most cOMFy sleep night after night!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ByronFA.jpg?v=1699461288		https://www.omf.net.au/products/byron-plush-qn-mattress?variant=37877208645829&currency=AUD	Mattress		0 kg	
Essentials Tufted Queen Bed Frame with USB | OMF	shopify_AU_6955045880005_40788419215557	498.00 AUD	24	10			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OM-FPPOPE-14-10.jpg?v=1700066277,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platformbedwooddetail-BG.jpg?v=1700066278,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OM-FPPOPE-14-02.jpg?v=1700066279,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platformbedwooddetail-Q.jpg?v=1700066280	Original Mattress Factory Australia			Receiving Clicks	"Shop our essential tufted bed frame, it allows you to charge your go-to gadgets such as tablets and phones while you sleep.  "		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OM-FPPOPE-14-6.jpg?v=1700066275		https://www.omf.net.au/products/essential-beige-tufted-qn-bed-frame-with-usb-port?variant=40788419215557&currency=AUD	Bed Frame		0 kg	
Ezy Diamond Midnight Grey King Bedhead | OMF	shopify_AU_7528911700165_42470420152517	448.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyDiamond_BH_SG_MG_01_331e072c-e152-499d-a3d3-ce94f7b0aa17.jpg?v=1698770279,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyDiamond_BH_SG_PL_01_75011035-bfb9-4831-a40f-0174629ca308.jpg?v=1698770281,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyDiamond_BH_SG_PL_02_32e9ff2d-c06b-4cad-86b8-a26b21432dfc.jpg?v=1698770282	Original Mattress Factory Australia			Receiving Clicks	"Elevate your bedroom style with the Ezy Diamond Midnight Grey King Bedhead from OMF. A proven blend of comfort and elegance. Perfect choice to revamp your sleep space!
"		furniture > beds & accessories > headboards & footboards		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyDiamond_BH_SG_MG_02_29b7d173-445a-46ea-84c1-f7355f0e2447.jpg?v=1698770278		https://www.omf.net.au/products/ezy-diamond-midnight-grey-kg-bedhead?variant=42470420152517&currency=AUD	Bedhead		0 kg	
Channel Gaslift Double Bed Frame | OMF	shopify_AU_7510214869189_42426905493701	848.00 AUD	0	1	678.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience the ultimate comfort and style with our Channel Gaslift Double Bed Frame. Perfect match for modern decors, featuring easy lifting for ample storage. Invest in good sleep today!
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ChannelBedwithGasLiftFW12_0825c6b9-7e56-4b1e-9bf6-d5fbad3636ce.jpg?v=1697733366		https://www.omf.net.au/products/channel-gaslift-double-bed-frame?variant=42426905493701&currency=AUD	Bed Frame		0 kg	
Essentials BiB Queen Bed Frame with USB | OMF	shopify_AU_6955040473285_41667641704645	398.00 AUD	3	30		new	in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OM-FPPOPD-12_KS.jpg?v=1700066268,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Essential_Frame_with_USB_12Q2.jpg?v=1700066269,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OM-FPPOPD-12Q3.jpg?v=1700066271,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OM-FPPOPD-12Q11.jpg?v=1700066272,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OM-FPPOPD-12Q12.jpg?v=1700066273,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Essential_Frame_with_USB_12Q1.jpg?v=1700066274	Original Mattress Factory Australia			Receiving Clicks	Shop essential grey bed frame with unique USB charging ports on either side of the headboard. Order Now! 		furniture > beds & accessories > beds & bed frames	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/EssentialBIBUSBStyled1K.png?v=1700066267		https://www.omf.net.au/products/essential-bed-frame-with-usb-charging?variant=41667641704645&currency=AUD	Bed Frame		0 kg	
Hi-Life Microfibre Pillow | OMF	shopify_AU_6590164631749_39465403449541	69.00 AUD	0	3		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Hi-Life Microfibre Pillow is the perfect choice for allergy and asthmatics sufferers. Made with 100% soft original microfibre. Order online today!		home & garden > linens & bedding > bedding > pillows	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/HiLifemicrofibrepill_a19beabe-62c9-4a0d-944c-14e7fead404c.jpg?v=1619164419		https://www.omf.net.au/products/hi-life-microfibre-pillow?variant=39465403449541&currency=AUD	Pillow		0 kg	
iContour GT8 King Single Mattress | OMF	shopify_AU_7494172901573_42378031169733	298.00 AUD	3	0		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience the ultimate comfort with the iContour GT8 King Single Size Mattress from OMF. Crafted for a refreshing sleep, our mattress ensures excellent body contouring and pressure-relieving support. Upgrade for better sleep today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/GT8Styled-v3_60b04260-adfc-4fe6-b303-5d56a21253ab.png?v=1699461709		https://www.omf.net.au/products/gt8-ks-mattress?variant=42378031169733&currency=AUD	Mattress		17.1 kg	
Channel Upholstered Queen Bedhead | OMF	shopify_AU_6556935848133_39341003964613	798.00 AUD	1	0		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia	Graphite		Receiving Clicks	"Upgrade your bedding with the Premium Channel Bedhead in soft grey or graphite from OMF. Classy design meets comfort, rendering a stylish addition to your bedroom. Order today for a seamless sleep experience."		furniture > beds & accessories > headboards & footboards	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/FSChannel_BH_QN_CH_02.jpg?v=1699547793		https://www.omf.net.au/products/premium-channel-qn-bedhead?variant=39341003964613&currency=AUD	Bedhead		0 kg	
Taylor Trundle Frame for Single Bed White | OMF	shopify_AU_7574478454981_42579642581189	198.00 AUD	93	18			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Expand the sleeping optins for your kids bedroom with the classic and timeless Taylor Trundle! This trundle frame is suitable for toddlers to teens. Make guests feel at home with the Taylor Bed Frame!Bed Frame and Trundle sold separately		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/009_58d67dc7-619c-4990-a9fe-a98671c8eba9.jpg?v=1701707889		https://www.omf.net.au/products/taylor-trundle-frame-for-sg-white?variant=42579642581189&currency=AUD	Bed Frame		15.6 kg	
Bamboo Jersey Single Mattress Protector | OMF	shopify_AU_7562292330693_42542258913477	79.00 AUD	0	1			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP1_fc170483-875c-4bdb-8615-c2021efff0a2.jpg?v=1700584919,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP11_678c5507-00c2-4587-804c-75a4d8b32938.jpg?v=1700584920,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MattressCover_Bamboo_01_bd19882f-bbdb-4728-915f-7025871b9ff0.jpg?v=1700584921,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP10_4833551d-6f8f-4eef-b3d7-b71d90ae599a.jpg?v=1700584922,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP5_bccc1990-0faf-4b4e-ac52-80abb30e8d7c.jpg?v=1700584923,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP6_9c960e86-48b1-4b11-95b0-adee12c5a06a.jpg?v=1700584924	Original Mattress Factory Australia			Receiving Clicks	This super-soft mattress protector is made from the smooth fibres of rayon and is 70% bamboo and 30% cotton. Built for protection. Order online today!		home & garden > linens & bedding > bedding > mattress protectors	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Bamboo_MP_Single_0f43f953-5409-460a-848d-9279ad16eeff.jpg?v=1700584918		https://www.omf.net.au/products/bamboo-jersey-mattress-protector-sg?variant=42542258913477&currency=AUD	Mattress Protector		0 kg	
Mornington Medium Double Mattress | OMF	shopify_AU_7817951051973_43313985552581	2098.00 AUD	1	1	1049.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTONMediumMODERN1K_b0621e3f-ddb2-475f-bb04-59de19fa7037.png?v=1713515718		https://www.omf.net.au/products/mornington-medium-db-mattress?variant=43313985552581&currency=AUD	Mattress		0 kg	
Refresh Medium King Mattress | OMF	shopify_AU_7507347669189_42422226288837	1406.00 AUD	1	1	1406.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience maximum comfort with the Refresh Medium King Mattress from OMF. Designed for great sleep, it lives up to your expectations! Feel ultimate relaxation - add to your cart today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshMediumFA_a29f0256-4217-4085-919b-03ae2105980f.png?v=1697646992		https://www.omf.net.au/products/refresh-medium-kg-mattress?variant=42422226288837&currency=AUD	Mattress		0 kg	
Comfortline Plus King Single Mattress | OMF	shopify_AU_7492166910149_42373545656517	398.00 AUD	5	3			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience opulence with the Comfortline Plus King Single Size Mattress from OMF. Excellent support meets incredible comfort in this top-rated mattress. Quality sleep begins here!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CNMATPLDBCOMPLS_FA_fdb2ff1d-5ffa-49e3-b7f6-1886ff5850f8.jpg?v=1699461671		https://www.omf.net.au/products/comfortline-plus-ks-mattress?variant=42373545656517&currency=AUD	Mattress		0 kg	
P0 by OMF Double Mattress | OMF	shopify_AU_7492098031813_42373320147141	498.00 AUD	11	3		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience the comfort of the P0 by OMF Double Mattress, expertly crafted for a restful sleep. Quality guaranteed, buy today for an unmatched sleep experience.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OriginalP0FA500_90faad80-af04-468c-a28f-e61fa78e81d2.jpg?v=1695832476		https://www.omf.net.au/products/p0-by-omf-db-mattress?variant=42373320147141&currency=AUD	Mattress		0 kg	
Reklaim Bookcase King Bed Frame | OMF	shopify_AU_7494238994629_42378555523269	1448.00 AUD	32	12	1158.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Upgrade your bedroom aesthetics with our Reklaim Bookcase King Bed Frame. Expertly crafted from reclaimed wood for quality, this bed frame offers a unique blend of style and functionality for your space. Order yours today and sleep in comfort and style.
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ReklaimStyled1K_3b334bd0-0970-453e-ad6a-2bf5a0202640.jpg?v=1696005514		https://www.omf.net.au/products/reklaim-bookcase-king-bed-frame?variant=42378555523269&currency=AUD	Bed Frame		0 kg	
Jamie Single Bed Black | OMF	shopify_AU_7529281781957_42470919635141	178.00 AUD	47	8			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"This Jamie Single Bed is designed to be timeless and works with any decor you choose. The 100% Steel frame is both supportive and built to last, while the easy assembly comes with all the tools you need. With the 25cm off floor height, you’ll have extra storage to help keep the room neat and tidy. It’s 100% Comfy for your kids! Available in two colours - Black and white."		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/JamieBlackSG_1.jpg?v=1698770288		https://www.omf.net.au/products/jamie-sg-bed-black?variant=42470919635141&currency=AUD	Bed Frame		18.1 kg	
Refresh Soft Long Single Mattress | OMF	shopify_AU_7530507796677_42473569714373	2746.00 AUD	0	0	1263.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"No wonder the Refresh Soft Long Single Mattress is so popular! Featuring organic cotton, a Latex mattress with all that extra comfort is always going to be a big hit. Buy now!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshSoftFA_ab81ec74-ed8d-49ab-91fc-21d0c598ef1d.png?v=1698856478		https://www.omf.net.au/products/refresh-soft-ls-mattress?variant=42473569714373&currency=AUD	Mattress		0 kg	
Mason Upholstered King Single Bed Frame With USB | OMF	shopify_AU_7510149431493_42426799456453	398.00 AUD	4	4			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience exceptional comfort and innovative function with our Mason Upholstered King Single Bed Frame, equipped with USB ports. Shop OMF today for better sleep."		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CNBEFUPKSMASGRELIG_FA_dc08e472-462d-414a-af68-098fc7423ca0.png?v=1697733251		https://www.omf.net.au/products/mason-upholstered-ks-bed-frame-with-usb?variant=42426799456453&currency=AUD	Bed Frame		0 kg	
Ocean Choice 7 Latex Double Mattress Topper | OMF	shopify_AU_7535312044229_42481327276229	248.00 AUD	4	5			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ModernMotionBedFrameOceanChoice7raised800x72_c2405d4e-b90a-4d3b-a582-67d6135615ce.png?v=1699029483	Original Mattress Factory Australia		54.71 AUD	Receiving Clicks	"Experience optimal comfort with the Ocean Choice 7 Latex Double Mattress Topper from OMF. Made from natural latex, it promises a restful sleep. Transform your bed today.
"		home & garden > linens & bedding > bedding > mattress protectors > mattress pads		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OC7LTX_bae8c87c-6f52-44d0-9be4-4612bb7d0035.jpg?v=1699029481		https://www.omf.net.au/products/ocean-choice-7-latex-db-mattress-topper?variant=42481327276229&currency=AUD	Mattress Topper		3.7 kg	
Refresh Medium King Single Mattress | OMF	shopify_AU_7507344163013_42422213411013	2746.00 AUD	1	0	1263.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Sink into the comfort of the Refresh Medium King Single Mattress from OMF. Perfect blend of support and softness for an unforgettable sleep experience. Upgrade your sleep today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshMediumFA_4ac86416-71f2-467c-96c3-7e250458f432.png?v=1697646970		https://www.omf.net.au/products/refresh-medium-ks-mattress?variant=42422213411013&currency=AUD	Mattress		0 kg	
Revivify Soft Single Mattress | OMF	shopify_AU_7594101866693_42640298770629	498.00 AUD	4	0	433.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"With its Euro-top pillow, this hybrid firm mattress offers a soft feel with quality sleep night after night that you will love. For the best bed in box, order now!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Revivify-Soft-FA01.jpg?v=1703695081		https://www.omf.net.au/products/revivify-soft-sg-mattress?variant=42640298770629&currency=AUD	Mattress		24.32 kg	
Mornington Medium King Single Mattress | OMF	shopify_AU_7817949216965_43313967988933	1998.00 AUD	0	0	999.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTONMediumMODERN1K_2b819949-2437-4596-b5d1-33cb128e7957.png?v=1713515757		https://www.omf.net.au/products/mornington-medium-ks-mattress?variant=43313967988933&currency=AUD	Mattress		0 kg	
Pawsome Pocket Latex Pet Mattress Small | OMF	shopify_AU_6153379840197_37890405662917	98.00 AUD	36	7			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Spoil your pet with this super comfortable bed.  The Pawsome mattress comes to you in an easy to transport box, You'll sleep easy, too, thanks to the stain and water-resistant microfibre fabric! Because every pet deserves a lot of luxury!"		animals & pet supplies > pet supplies > pet bed accessories	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Pawsome_S_05.jpg?v=1680509315		https://www.omf.net.au/products/pawsome-pocket-latex-pet-mattress-small?variant=37890405662917&currency=AUD	Mattress		6.7 kg	
Oslo Oak Chest Dark Grey | OMF	shopify_AU_6886230556869_40569811173573	599.00 AUD	0	2	479.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Upgrade your space with the Oslo Oak Chest in Dark Grey. Handcrafted, durable, and exuding minimalist elegance. Find the perfect balance of form and function with OMF.
"		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Oslo4DFAGrey.jpg?v=1712907692		https://www.omf.net.au/products/oslo-oak-chest?variant=40569811173573&currency=AUD	Tallboy		0 kg	
Elegance Medium King Mattress | OMF	shopify_AU_7492944265413_42375702151365	3848.00 AUD	8	5	1501.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience a restful sleep on our Elegance Medium King Mattress, designed to give you the utmost comfort. Dive into a world of uninterrupted dreams with OMF. Your perfect night's sleep starts here."	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ElegancePlushFA_e5fc36fd-9c4e-4454-8989-0e6c7f949168.jpg?v=1695918954		https://www.omf.net.au/products/elegance-medium-king-mattress?variant=42375702151365&currency=AUD	Mattress	24	0 kg	
Original P1 Queen Mattress | OMF	shopify_AU_6153436102853_37876411302085	548.00 AUD	32	19		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"An entry-level, high-density foam mattress, the Original delivers essential comfort. Features dual-depth edge pocket springs & anti-mite fabric. Buy today! "	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/P1byOMFFA.jpg?v=1699461199		https://www.omf.net.au/products/omf-p1-qn-mattress?variant=37876411302085&currency=AUD	Mattress		0 kg	
